"_time","src_location",conteo
"2025-05-27T16:00:00.000-0300","United States",41
"2025-05-27T16:15:00.000-0300",Argentina,65
"2025-05-27T16:15:00.000-0300",Brazil,3
"2025-05-27T16:15:00.000-0300",Bulgaria,1
"2025-05-27T16:15:00.000-0300",Canada,1
"2025-05-27T16:15:00.000-0300",China,1
"2025-05-27T16:15:00.000-0300",Paraguay,1
"2025-05-27T16:15:00.000-0300",Singapore,161
"2025-05-27T16:15:00.000-0300","United Kingdom",4
"2025-05-27T16:15:00.000-0300","United States",74
"2025-05-27T16:30:00.000-0300",Argentina,82
"2025-05-27T16:30:00.000-0300",Austria,2
"2025-05-27T16:30:00.000-0300",Belgium,1
"2025-05-27T16:30:00.000-0300",Brazil,4
"2025-05-27T16:30:00.000-0300",Bulgaria,1
"2025-05-27T16:30:00.000-0300","Korea Republic Of",4
"2025-05-27T16:30:00.000-0300",Paraguay,1
"2025-05-27T16:30:00.000-0300",Singapore,239
"2025-05-27T16:30:00.000-0300","United Kingdom",7
"2025-05-27T16:30:00.000-0300","United States",56
"2025-05-27T16:45:00.000-0300",Argentina,83
"2025-05-27T16:45:00.000-0300",Belgium,1
"2025-05-27T16:45:00.000-0300","Bolivia Plurinational State Of",1
"2025-05-27T16:45:00.000-0300",Brazil,5
"2025-05-27T16:45:00.000-0300",Bulgaria,1
"2025-05-27T16:45:00.000-0300",China,1
"2025-05-27T16:45:00.000-0300",Colombia,1
"2025-05-27T16:45:00.000-0300",Cuba,2
"2025-05-27T16:45:00.000-0300","Korea Republic Of",1
"2025-05-27T16:45:00.000-0300",Mexico,2
"2025-05-27T16:45:00.000-0300",Paraguay,2
"2025-05-27T16:45:00.000-0300","Russian Federation",2
"2025-05-27T16:45:00.000-0300",Singapore,247
"2025-05-27T16:45:00.000-0300",Turkey,4
"2025-05-27T16:45:00.000-0300","United Kingdom",13
"2025-05-27T16:45:00.000-0300","United States",37
"2025-05-27T17:00:00.000-0300",Argentina,62
"2025-05-27T17:00:00.000-0300",Belgium,1
"2025-05-27T17:00:00.000-0300","Bolivia Plurinational State Of",1
"2025-05-27T17:00:00.000-0300",Brazil,3
"2025-05-27T17:00:00.000-0300",Bulgaria,1
"2025-05-27T17:00:00.000-0300",Colombia,3
"2025-05-27T17:00:00.000-0300","Czech Republic",1
"2025-05-27T17:00:00.000-0300",Paraguay,1
"2025-05-27T17:00:00.000-0300",Singapore,244
"2025-05-27T17:00:00.000-0300","United Kingdom",6
"2025-05-27T17:00:00.000-0300","United States",75
"2025-05-27T17:15:00.000-0300",Argentina,55
"2025-05-27T17:15:00.000-0300",Brazil,4
"2025-05-27T17:15:00.000-0300",Bulgaria,1
"2025-05-27T17:15:00.000-0300",China,1
"2025-05-27T17:15:00.000-0300",Honduras,1
"2025-05-27T17:15:00.000-0300",Mexico,1
"2025-05-27T17:15:00.000-0300","Russian Federation",2
"2025-05-27T17:15:00.000-0300",Singapore,223
"2025-05-27T17:15:00.000-0300","United Kingdom",2
"2025-05-27T17:15:00.000-0300","United States",82
"2025-05-27T17:30:00.000-0300",Argentina,42
"2025-05-27T17:30:00.000-0300",Belgium,1
"2025-05-27T17:30:00.000-0300",Brazil,6
"2025-05-27T17:30:00.000-0300",Bulgaria,1
"2025-05-27T17:30:00.000-0300",Canada,2
"2025-05-27T17:30:00.000-0300",Chile,1
"2025-05-27T17:30:00.000-0300",China,1
"2025-05-27T17:30:00.000-0300",Colombia,2
"2025-05-27T17:30:00.000-0300",Ecuador,1
"2025-05-27T17:30:00.000-0300",France,1
"2025-05-27T17:30:00.000-0300","Hong Kong",1
"2025-05-27T17:30:00.000-0300",Netherlands,1
"2025-05-27T17:30:00.000-0300",Peru,1
"2025-05-27T17:30:00.000-0300",Portugal,4
"2025-05-27T17:30:00.000-0300",Singapore,87
"2025-05-27T17:30:00.000-0300",Spain,1
"2025-05-27T17:30:00.000-0300","United Kingdom",3
"2025-05-27T17:30:00.000-0300","United States",49
"2025-05-27T17:45:00.000-0300",Argentina,47
"2025-05-27T17:45:00.000-0300",Brazil,4
"2025-05-27T17:45:00.000-0300",Bulgaria,1
"2025-05-27T17:45:00.000-0300",Canada,2
"2025-05-27T17:45:00.000-0300",Chile,1
"2025-05-27T17:45:00.000-0300",Ecuador,1
"2025-05-27T17:45:00.000-0300","Hong Kong",1
"2025-05-27T17:45:00.000-0300",Netherlands,1
"2025-05-27T17:45:00.000-0300","Russian Federation",1
"2025-05-27T17:45:00.000-0300",Singapore,41
"2025-05-27T17:45:00.000-0300","United Kingdom",3
"2025-05-27T17:45:00.000-0300","United States",100
"2025-05-27T18:00:00.000-0300",Argentina,49
"2025-05-27T18:00:00.000-0300",Brazil,3
"2025-05-27T18:00:00.000-0300",Bulgaria,1
"2025-05-27T18:00:00.000-0300",Canada,1
"2025-05-27T18:00:00.000-0300",Chile,3
"2025-05-27T18:00:00.000-0300",Singapore,73
"2025-05-27T18:00:00.000-0300","United Kingdom",3
"2025-05-27T18:00:00.000-0300","United States",53
"2025-05-27T18:00:00.000-0300",Uruguay,1
"2025-05-27T18:15:00.000-0300",Argentina,37
"2025-05-27T18:15:00.000-0300",Brazil,1
"2025-05-27T18:15:00.000-0300",Bulgaria,1
"2025-05-27T18:15:00.000-0300",Canada,9
"2025-05-27T18:15:00.000-0300",Chile,1
"2025-05-27T18:15:00.000-0300",Germany,2
"2025-05-27T18:15:00.000-0300","Hong Kong",1
"2025-05-27T18:15:00.000-0300",Poland,1
"2025-05-27T18:15:00.000-0300",Singapore,141
"2025-05-27T18:15:00.000-0300","United Kingdom",6
"2025-05-27T18:15:00.000-0300","United States",47
"2025-05-27T18:15:00.000-0300",Uruguay,1
"2025-05-27T18:30:00.000-0300",Argentina,32
"2025-05-27T18:30:00.000-0300",Brazil,4
"2025-05-27T18:30:00.000-0300",Bulgaria,1
"2025-05-27T18:30:00.000-0300",Colombia,1
"2025-05-27T18:30:00.000-0300",Germany,1
"2025-05-27T18:30:00.000-0300","Hong Kong",1
"2025-05-27T18:30:00.000-0300",Paraguay,1
"2025-05-27T18:30:00.000-0300","Russian Federation",1
"2025-05-27T18:30:00.000-0300",Singapore,233
"2025-05-27T18:30:00.000-0300","United Kingdom",2
"2025-05-27T18:30:00.000-0300","United States",64
"2025-05-27T18:45:00.000-0300",Argentina,53
"2025-05-27T18:45:00.000-0300",Belgium,1
"2025-05-27T18:45:00.000-0300",Brazil,3
"2025-05-27T18:45:00.000-0300",Bulgaria,1
"2025-05-27T18:45:00.000-0300",Canada,3
"2025-05-27T18:45:00.000-0300",Chile,1
"2025-05-27T18:45:00.000-0300",Germany,2
"2025-05-27T18:45:00.000-0300","Hong Kong",1
"2025-05-27T18:45:00.000-0300","Russian Federation",1
"2025-05-27T18:45:00.000-0300",Singapore,254
"2025-05-27T18:45:00.000-0300","United Kingdom",2
"2025-05-27T18:45:00.000-0300","United States",45
"2025-05-27T19:00:00.000-0300",Argentina,50
"2025-05-27T19:00:00.000-0300",Belgium,1
"2025-05-27T19:00:00.000-0300",Brazil,1
"2025-05-27T19:00:00.000-0300",Bulgaria,1
"2025-05-27T19:00:00.000-0300",Colombia,2
"2025-05-27T19:00:00.000-0300",Honduras,1
"2025-05-27T19:00:00.000-0300","Hong Kong",3
"2025-05-27T19:00:00.000-0300",Mexico,1
"2025-05-27T19:00:00.000-0300",Poland,2
"2025-05-27T19:00:00.000-0300","Russian Federation",1
"2025-05-27T19:00:00.000-0300",Singapore,260
"2025-05-27T19:00:00.000-0300",Switzerland,1
"2025-05-27T19:00:00.000-0300","United Kingdom",3
"2025-05-27T19:00:00.000-0300","United States",63
"2025-05-27T19:15:00.000-0300",Argentina,40
"2025-05-27T19:15:00.000-0300",Brazil,2
"2025-05-27T19:15:00.000-0300",Bulgaria,1
"2025-05-27T19:15:00.000-0300",Canada,1
"2025-05-27T19:15:00.000-0300",Colombia,1
"2025-05-27T19:15:00.000-0300",Finland,1
"2025-05-27T19:15:00.000-0300",France,1
"2025-05-27T19:15:00.000-0300","Hong Kong",1
"2025-05-27T19:15:00.000-0300",Italy,1
"2025-05-27T19:15:00.000-0300",Poland,1
"2025-05-27T19:15:00.000-0300","Russian Federation",1
"2025-05-27T19:15:00.000-0300",Singapore,193
"2025-05-27T19:15:00.000-0300","United Kingdom",4
"2025-05-27T19:15:00.000-0300","United States",74
"2025-05-27T19:30:00.000-0300",Argentina,41
"2025-05-27T19:30:00.000-0300",Brazil,1
"2025-05-27T19:30:00.000-0300",Bulgaria,1
"2025-05-27T19:30:00.000-0300",Colombia,1
"2025-05-27T19:30:00.000-0300",Denmark,1
"2025-05-27T19:30:00.000-0300",France,2
"2025-05-27T19:30:00.000-0300",Mexico,1
"2025-05-27T19:30:00.000-0300","Russian Federation",1
"2025-05-27T19:30:00.000-0300",Singapore,12
"2025-05-27T19:30:00.000-0300","United Kingdom",2
"2025-05-27T19:30:00.000-0300","United States",69
"2025-05-27T19:45:00.000-0300",Argentina,53
"2025-05-27T19:45:00.000-0300",Brazil,1
"2025-05-27T19:45:00.000-0300",Bulgaria,1
"2025-05-27T19:45:00.000-0300",China,19
"2025-05-27T19:45:00.000-0300","Czech Republic",1
"2025-05-27T19:45:00.000-0300",France,2
"2025-05-27T19:45:00.000-0300",Germany,1
"2025-05-27T19:45:00.000-0300","Hong Kong",2
"2025-05-27T19:45:00.000-0300",Italy,1
"2025-05-27T19:45:00.000-0300",Netherlands,1
"2025-05-27T19:45:00.000-0300",Poland,1
"2025-05-27T19:45:00.000-0300","Russian Federation",1
"2025-05-27T19:45:00.000-0300",Serbia,1
"2025-05-27T19:45:00.000-0300",Singapore,22
"2025-05-27T19:45:00.000-0300",Somalia,1
"2025-05-27T19:45:00.000-0300",Spain,1
"2025-05-27T19:45:00.000-0300","United Kingdom",10
"2025-05-27T19:45:00.000-0300","United States",41
"2025-05-27T19:45:00.000-0300",Uruguay,1
"2025-05-27T20:00:00.000-0300",Argentina,53
"2025-05-27T20:00:00.000-0300",Brazil,1
"2025-05-27T20:00:00.000-0300",Bulgaria,1
"2025-05-27T20:00:00.000-0300",China,3
"2025-05-27T20:00:00.000-0300","Russian Federation",2
"2025-05-27T20:00:00.000-0300",Singapore,157
"2025-05-27T20:00:00.000-0300","United Kingdom",2
"2025-05-27T20:00:00.000-0300","United States",55
"2025-05-27T20:15:00.000-0300",Argentina,63
"2025-05-27T20:15:00.000-0300",Brazil,2
"2025-05-27T20:15:00.000-0300",Chile,1
"2025-05-27T20:15:00.000-0300","Hong Kong",1
"2025-05-27T20:15:00.000-0300",Singapore,68
"2025-05-27T20:15:00.000-0300","United Kingdom",2
"2025-05-27T20:15:00.000-0300","United States",61
"2025-05-27T20:30:00.000-0300",Argentina,47
"2025-05-27T20:30:00.000-0300","Bolivia Plurinational State Of",1
"2025-05-27T20:30:00.000-0300",Brazil,3
"2025-05-27T20:30:00.000-0300",Bulgaria,2
"2025-05-27T20:30:00.000-0300",China,1
"2025-05-27T20:30:00.000-0300",Singapore,9
"2025-05-27T20:30:00.000-0300","United Kingdom",3
"2025-05-27T20:30:00.000-0300","United States",43
"2025-05-27T20:45:00.000-0300",Argentina,43
"2025-05-27T20:45:00.000-0300","Bolivia Plurinational State Of",1
"2025-05-27T20:45:00.000-0300",Brazil,1
"2025-05-27T20:45:00.000-0300",France,1
"2025-05-27T20:45:00.000-0300","Russian Federation",3
"2025-05-27T20:45:00.000-0300",Singapore,10
"2025-05-27T20:45:00.000-0300","United Kingdom",1
"2025-05-27T20:45:00.000-0300","United States",50
"2025-05-27T21:00:00.000-0300",Argentina,45
"2025-05-27T21:00:00.000-0300",Brazil,1
"2025-05-27T21:00:00.000-0300",Bulgaria,2
"2025-05-27T21:00:00.000-0300",China,1
"2025-05-27T21:00:00.000-0300",France,1
"2025-05-27T21:00:00.000-0300",Mexico,1
"2025-05-27T21:00:00.000-0300",Singapore,9
"2025-05-27T21:00:00.000-0300","United Kingdom",1
"2025-05-27T21:00:00.000-0300","United States",43
"2025-05-27T21:00:00.000-0300",Uruguay,1
"2025-05-27T21:15:00.000-0300",Argentina,42
"2025-05-27T21:15:00.000-0300",Brazil,2
"2025-05-27T21:15:00.000-0300",France,1
"2025-05-27T21:15:00.000-0300","Hong Kong",1
"2025-05-27T21:15:00.000-0300",Singapore,7
"2025-05-27T21:15:00.000-0300","United Kingdom",4
"2025-05-27T21:15:00.000-0300","United States",55
"2025-05-27T21:30:00.000-0300",Argentina,25
"2025-05-27T21:30:00.000-0300",Brazil,2
"2025-05-27T21:30:00.000-0300",Bulgaria,1
"2025-05-27T21:30:00.000-0300",China,8
"2025-05-27T21:30:00.000-0300",Germany,1
"2025-05-27T21:30:00.000-0300","Hong Kong",1
"2025-05-27T21:30:00.000-0300","Russian Federation",2
"2025-05-27T21:30:00.000-0300",Singapore,9
"2025-05-27T21:30:00.000-0300","United States",52
"2025-05-27T21:45:00.000-0300",Argentina,41
"2025-05-27T21:45:00.000-0300",Brazil,2
"2025-05-27T21:45:00.000-0300",China,1
"2025-05-27T21:45:00.000-0300",Germany,1
"2025-05-27T21:45:00.000-0300","Hong Kong",1
"2025-05-27T21:45:00.000-0300",Panama,1
"2025-05-27T21:45:00.000-0300",Singapore,6
"2025-05-27T21:45:00.000-0300","United States",34
"2025-05-27T22:00:00.000-0300",Argentina,45
"2025-05-27T22:00:00.000-0300",Brazil,2
"2025-05-27T22:00:00.000-0300",Bulgaria,1
"2025-05-27T22:00:00.000-0300",Colombia,1
"2025-05-27T22:00:00.000-0300","European Union",1
"2025-05-27T22:00:00.000-0300",Germany,1
"2025-05-27T22:00:00.000-0300",Norway,1
"2025-05-27T22:00:00.000-0300",Paraguay,1
"2025-05-27T22:00:00.000-0300","Russian Federation",3
"2025-05-27T22:00:00.000-0300",Singapore,7
"2025-05-27T22:00:00.000-0300","United States",47
"2025-05-27T22:00:00.000-0300",Uruguay,1
"2025-05-27T22:15:00.000-0300",Argentina,41
"2025-05-27T22:15:00.000-0300",Brazil,1
"2025-05-27T22:15:00.000-0300",China,1
"2025-05-27T22:15:00.000-0300","Hong Kong",1
"2025-05-27T22:15:00.000-0300",Singapore,12
"2025-05-27T22:15:00.000-0300","United Kingdom",1
"2025-05-27T22:15:00.000-0300","United States",45
"2025-05-27T22:15:00.000-0300",Uruguay,1
"2025-05-27T22:30:00.000-0300",Argentina,30
"2025-05-27T22:30:00.000-0300",Brazil,4
"2025-05-27T22:30:00.000-0300",Bulgaria,1
"2025-05-27T22:30:00.000-0300",Germany,1
"2025-05-27T22:30:00.000-0300",Indonesia,1
"2025-05-27T22:30:00.000-0300",Panama,1
"2025-05-27T22:30:00.000-0300",Paraguay,3
"2025-05-27T22:30:00.000-0300",Singapore,8
"2025-05-27T22:30:00.000-0300","United Kingdom",1
"2025-05-27T22:30:00.000-0300","United States",53
"2025-05-27T22:45:00.000-0300",Argentina,36
"2025-05-27T22:45:00.000-0300",Brazil,1
"2025-05-27T22:45:00.000-0300",Canada,1
"2025-05-27T22:45:00.000-0300",Chile,1
"2025-05-27T22:45:00.000-0300",France,1
"2025-05-27T22:45:00.000-0300",Germany,1
"2025-05-27T22:45:00.000-0300",Indonesia,1
"2025-05-27T22:45:00.000-0300",Paraguay,2
"2025-05-27T22:45:00.000-0300","Russian Federation",1
"2025-05-27T22:45:00.000-0300",Singapore,6
"2025-05-27T22:45:00.000-0300","United Kingdom",1
"2025-05-27T22:45:00.000-0300","United States",50
"2025-05-27T23:00:00.000-0300",Argentina,26
"2025-05-27T23:00:00.000-0300",Brazil,2
"2025-05-27T23:00:00.000-0300",Bulgaria,1
"2025-05-27T23:00:00.000-0300","European Union",1
"2025-05-27T23:00:00.000-0300",Mexico,2
"2025-05-27T23:00:00.000-0300",Paraguay,1
"2025-05-27T23:00:00.000-0300","Russian Federation",3
"2025-05-27T23:00:00.000-0300",Singapore,8
"2025-05-27T23:00:00.000-0300","United States",39
"2025-05-27T23:15:00.000-0300",Argentina,37
"2025-05-27T23:15:00.000-0300",Brazil,1
"2025-05-27T23:15:00.000-0300",Ecuador,1
"2025-05-27T23:15:00.000-0300",Finland,1
"2025-05-27T23:15:00.000-0300",Guatemala,3
"2025-05-27T23:15:00.000-0300",Paraguay,2
"2025-05-27T23:15:00.000-0300","Russian Federation",1
"2025-05-27T23:15:00.000-0300",Singapore,9
"2025-05-27T23:15:00.000-0300","United Kingdom",2
"2025-05-27T23:15:00.000-0300","United States",39
"2025-05-27T23:30:00.000-0300",Argentina,27
"2025-05-27T23:30:00.000-0300",Brazil,1
"2025-05-27T23:30:00.000-0300",Bulgaria,1
"2025-05-27T23:30:00.000-0300",Canada,11
"2025-05-27T23:30:00.000-0300",Germany,1
"2025-05-27T23:30:00.000-0300","Hong Kong",1
"2025-05-27T23:30:00.000-0300",Japan,1
"2025-05-27T23:30:00.000-0300",Mexico,1
"2025-05-27T23:30:00.000-0300",Paraguay,1
"2025-05-27T23:30:00.000-0300",Singapore,7
"2025-05-27T23:30:00.000-0300","United Kingdom",1
"2025-05-27T23:30:00.000-0300","United States",59
"2025-05-27T23:45:00.000-0300",Argentina,31
"2025-05-27T23:45:00.000-0300",Brazil,1
"2025-05-27T23:45:00.000-0300",Canada,1
"2025-05-27T23:45:00.000-0300",Paraguay,1
"2025-05-27T23:45:00.000-0300",Singapore,7
"2025-05-27T23:45:00.000-0300","United Kingdom",5
"2025-05-27T23:45:00.000-0300","United States",39
"2025-05-28T00:00:00.000-0300",Argentina,32
"2025-05-28T00:00:00.000-0300",Brazil,1
"2025-05-28T00:00:00.000-0300",Bulgaria,1
"2025-05-28T00:00:00.000-0300",Chile,1
"2025-05-28T00:00:00.000-0300","Czech Republic",1
"2025-05-28T00:00:00.000-0300",Singapore,9
"2025-05-28T00:00:00.000-0300","United Kingdom",2
"2025-05-28T00:00:00.000-0300","United States",41
"2025-05-28T00:15:00.000-0300",Argentina,16
"2025-05-28T00:15:00.000-0300",Brazil,2
"2025-05-28T00:15:00.000-0300",Germany,1
"2025-05-28T00:15:00.000-0300","Hong Kong",1
"2025-05-28T00:15:00.000-0300",Singapore,3
"2025-05-28T00:15:00.000-0300","United Kingdom",4
"2025-05-28T00:15:00.000-0300","United States",42
"2025-05-28T00:30:00.000-0300",Argentina,14
"2025-05-28T00:30:00.000-0300",Brazil,2
"2025-05-28T00:30:00.000-0300",Bulgaria,1
"2025-05-28T00:30:00.000-0300",Chile,1
"2025-05-28T00:30:00.000-0300",China,4
"2025-05-28T00:30:00.000-0300",France,2
"2025-05-28T00:30:00.000-0300",Germany,2
"2025-05-28T00:30:00.000-0300",Mexico,1
"2025-05-28T00:30:00.000-0300",Singapore,5
"2025-05-28T00:30:00.000-0300","United Kingdom",1
"2025-05-28T00:30:00.000-0300","United States",45
"2025-05-28T00:45:00.000-0300",Argentina,15
"2025-05-28T00:45:00.000-0300",Brazil,1
"2025-05-28T00:45:00.000-0300",France,1
"2025-05-28T00:45:00.000-0300",Germany,1
"2025-05-28T00:45:00.000-0300","Hong Kong",1
"2025-05-28T00:45:00.000-0300",Ireland,1
"2025-05-28T00:45:00.000-0300","Russian Federation",4
"2025-05-28T00:45:00.000-0300",Singapore,3
"2025-05-28T00:45:00.000-0300","United Kingdom",2
"2025-05-28T00:45:00.000-0300","United States",60
"2025-05-28T01:00:00.000-0300",Argentina,16
"2025-05-28T01:00:00.000-0300",Brazil,1
"2025-05-28T01:00:00.000-0300",Bulgaria,1
"2025-05-28T01:00:00.000-0300",Germany,2
"2025-05-28T01:00:00.000-0300","Hong Kong",1
"2025-05-28T01:00:00.000-0300",Paraguay,1
"2025-05-28T01:00:00.000-0300",Singapore,3
"2025-05-28T01:00:00.000-0300","United Kingdom",9
"2025-05-28T01:00:00.000-0300","United States",45
"2025-05-28T01:15:00.000-0300",Argentina,6
"2025-05-28T01:15:00.000-0300",Brazil,1
"2025-05-28T01:15:00.000-0300",Ecuador,1
"2025-05-28T01:15:00.000-0300",Mexico,1
"2025-05-28T01:15:00.000-0300","Russian Federation",3
"2025-05-28T01:15:00.000-0300",Singapore,3
"2025-05-28T01:15:00.000-0300","United Kingdom",10
"2025-05-28T01:15:00.000-0300","United States",58
"2025-05-28T01:30:00.000-0300",Argentina,8
"2025-05-28T01:30:00.000-0300",Brazil,1
"2025-05-28T01:30:00.000-0300",Bulgaria,1
"2025-05-28T01:30:00.000-0300","Russian Federation",2
"2025-05-28T01:30:00.000-0300",Singapore,5
"2025-05-28T01:30:00.000-0300","United Kingdom",13
"2025-05-28T01:30:00.000-0300","United States",71
"2025-05-28T01:45:00.000-0300",Argentina,8
"2025-05-28T01:45:00.000-0300",Belgium,1
"2025-05-28T01:45:00.000-0300",Brazil,1
"2025-05-28T01:45:00.000-0300",Mexico,1
"2025-05-28T01:45:00.000-0300",Poland,1
"2025-05-28T01:45:00.000-0300",Singapore,3
"2025-05-28T01:45:00.000-0300","United Kingdom",11
"2025-05-28T01:45:00.000-0300","United States",53
"2025-05-28T01:45:00.000-0300",Uruguay,1
"2025-05-28T02:00:00.000-0300",Argentina,9
"2025-05-28T02:00:00.000-0300",Brazil,1
"2025-05-28T02:00:00.000-0300",Bulgaria,1
"2025-05-28T02:00:00.000-0300",Canada,1
"2025-05-28T02:00:00.000-0300",China,1
"2025-05-28T02:00:00.000-0300",France,1
"2025-05-28T02:00:00.000-0300",Indonesia,1
"2025-05-28T02:00:00.000-0300",Mexico,1
"2025-05-28T02:00:00.000-0300",Singapore,2
"2025-05-28T02:00:00.000-0300",Switzerland,1
"2025-05-28T02:00:00.000-0300","United Kingdom",16
"2025-05-28T02:00:00.000-0300","United States",51
"2025-05-28T02:15:00.000-0300",Argentina,7
"2025-05-28T02:15:00.000-0300",Brazil,1
"2025-05-28T02:15:00.000-0300",France,1
"2025-05-28T02:15:00.000-0300","Russian Federation",2
"2025-05-28T02:15:00.000-0300",Singapore,3
"2025-05-28T02:15:00.000-0300",Spain,1
"2025-05-28T02:15:00.000-0300",Switzerland,1
"2025-05-28T02:15:00.000-0300",Turkey,1
"2025-05-28T02:15:00.000-0300","United Kingdom",14
"2025-05-28T02:15:00.000-0300","United States",70
"2025-05-28T02:30:00.000-0300",Argentina,11
"2025-05-28T02:30:00.000-0300",Brazil,1
"2025-05-28T02:30:00.000-0300",Bulgaria,1
"2025-05-28T02:30:00.000-0300",Mexico,1
"2025-05-28T02:30:00.000-0300",Singapore,2
"2025-05-28T02:30:00.000-0300","United Kingdom",18
"2025-05-28T02:30:00.000-0300","United States",51
"2025-05-28T02:45:00.000-0300",Argentina,6
"2025-05-28T02:45:00.000-0300",Brazil,1
"2025-05-28T02:45:00.000-0300",Honduras,1
"2025-05-28T02:45:00.000-0300","Russian Federation",2
"2025-05-28T02:45:00.000-0300",Singapore,1
"2025-05-28T02:45:00.000-0300","United Kingdom",15
"2025-05-28T02:45:00.000-0300","United States",50
"2025-05-28T03:00:00.000-0300",Argentina,8
"2025-05-28T03:00:00.000-0300",Brazil,1
"2025-05-28T03:00:00.000-0300",Bulgaria,1
"2025-05-28T03:00:00.000-0300",Canada,2
"2025-05-28T03:00:00.000-0300",France,1
"2025-05-28T03:00:00.000-0300",Honduras,1
"2025-05-28T03:00:00.000-0300","Russian Federation",1
"2025-05-28T03:00:00.000-0300",Singapore,3
"2025-05-28T03:00:00.000-0300",Taiwan,1
"2025-05-28T03:00:00.000-0300","United Kingdom",15
"2025-05-28T03:00:00.000-0300","United States",56
"2025-05-28T03:15:00.000-0300",Argentina,4
"2025-05-28T03:15:00.000-0300",Austria,2
"2025-05-28T03:15:00.000-0300",Brazil,1
"2025-05-28T03:15:00.000-0300",Canada,2
"2025-05-28T03:15:00.000-0300",France,3
"2025-05-28T03:15:00.000-0300",Germany,2
"2025-05-28T03:15:00.000-0300","Hong Kong",1
"2025-05-28T03:15:00.000-0300",Netherlands,1
"2025-05-28T03:15:00.000-0300",Singapore,3
"2025-05-28T03:15:00.000-0300",Taiwan,1
"2025-05-28T03:15:00.000-0300","United Kingdom",18
"2025-05-28T03:15:00.000-0300","United States",48
"2025-05-28T03:30:00.000-0300",Argentina,7
"2025-05-28T03:30:00.000-0300",Brazil,1
"2025-05-28T03:30:00.000-0300",Bulgaria,1
"2025-05-28T03:30:00.000-0300",Germany,2
"2025-05-28T03:30:00.000-0300",Singapore,2
"2025-05-28T03:30:00.000-0300","United Kingdom",13
"2025-05-28T03:30:00.000-0300","United States",45
"2025-05-28T03:45:00.000-0300",Argentina,5
"2025-05-28T03:45:00.000-0300",Brazil,1
"2025-05-28T03:45:00.000-0300",Canada,4
"2025-05-28T03:45:00.000-0300",Colombia,1
"2025-05-28T03:45:00.000-0300",Germany,2
"2025-05-28T03:45:00.000-0300","Hong Kong",1
"2025-05-28T03:45:00.000-0300","Russian Federation",4
"2025-05-28T03:45:00.000-0300",Singapore,7
"2025-05-28T03:45:00.000-0300","United Kingdom",16
"2025-05-28T03:45:00.000-0300","United States",53
"2025-05-28T04:00:00.000-0300",Argentina,6
"2025-05-28T04:00:00.000-0300",Brazil,1
"2025-05-28T04:00:00.000-0300",Bulgaria,1
"2025-05-28T04:00:00.000-0300",Germany,1
"2025-05-28T04:00:00.000-0300",Netherlands,1
"2025-05-28T04:00:00.000-0300",Singapore,9
"2025-05-28T04:00:00.000-0300","United Kingdom",16
"2025-05-28T04:00:00.000-0300","United States",41
"2025-05-28T04:15:00.000-0300",Argentina,6
"2025-05-28T04:15:00.000-0300",Brazil,1
"2025-05-28T04:15:00.000-0300",Canada,1
"2025-05-28T04:15:00.000-0300",China,1
"2025-05-28T04:15:00.000-0300",France,1
"2025-05-28T04:15:00.000-0300",Mexico,1
"2025-05-28T04:15:00.000-0300",Singapore,10
"2025-05-28T04:15:00.000-0300","United Kingdom",16
"2025-05-28T04:15:00.000-0300","United States",43
"2025-05-28T04:30:00.000-0300",Argentina,9
"2025-05-28T04:30:00.000-0300",Brazil,1
"2025-05-28T04:30:00.000-0300",Bulgaria,1
"2025-05-28T04:30:00.000-0300",Canada,9
"2025-05-28T04:30:00.000-0300","Hong Kong",1
"2025-05-28T04:30:00.000-0300","Russian Federation",2
"2025-05-28T04:30:00.000-0300",Singapore,10
"2025-05-28T04:30:00.000-0300","United Kingdom",15
"2025-05-28T04:30:00.000-0300","United States",49
"2025-05-28T04:45:00.000-0300",Argentina,3
"2025-05-28T04:45:00.000-0300",Brazil,1
"2025-05-28T04:45:00.000-0300",Croatia,1
"2025-05-28T04:45:00.000-0300","Hong Kong",1
"2025-05-28T04:45:00.000-0300","Russian Federation",1
"2025-05-28T04:45:00.000-0300",Singapore,8
"2025-05-28T04:45:00.000-0300",Spain,2
"2025-05-28T04:45:00.000-0300",Taiwan,1
"2025-05-28T04:45:00.000-0300","United Kingdom",17
"2025-05-28T04:45:00.000-0300","United States",87
"2025-05-28T05:00:00.000-0300",Argentina,8
"2025-05-28T05:00:00.000-0300",Brazil,2
"2025-05-28T05:00:00.000-0300",Bulgaria,1
"2025-05-28T05:00:00.000-0300",Netherlands,1
"2025-05-28T05:00:00.000-0300",Singapore,8
"2025-05-28T05:00:00.000-0300","United Kingdom",17
"2025-05-28T05:00:00.000-0300","United States",77
"2025-05-28T05:00:00.000-0300",Uruguay,1
"2025-05-28T05:15:00.000-0300",Argentina,9
"2025-05-28T05:15:00.000-0300",Brazil,1
"2025-05-28T05:15:00.000-0300",Germany,1
"2025-05-28T05:15:00.000-0300","Hong Kong",1
"2025-05-28T05:15:00.000-0300","Russian Federation",1
"2025-05-28T05:15:00.000-0300",Singapore,11
"2025-05-28T05:15:00.000-0300",Switzerland,1
"2025-05-28T05:15:00.000-0300","United Kingdom",15
"2025-05-28T05:15:00.000-0300","United States",60
"2025-05-28T05:15:00.000-0300",Uruguay,1
"2025-05-28T05:30:00.000-0300",Argentina,12
